,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__min_samples_leaf,param_clf__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
140,0.3914520740509033,0.014280234115583825,0.014467418193817139,0.0014794950516580116,7,9,15,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8295634920634921,0.7986111111111112,0.8298809523809524,0.8348015873015873,0.8232142857142857,0.014355648925933493,113
101,0.37748849391937256,0.007438829526849395,0.014451086521148682,0.0016524953337687248,7,5,16,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.8293849206349206,0.8280357142857143,0.7967460317460318,0.8386309523809524,0.8231994047619048,0.015807941851022828,114
467,0.45126092433929443,0.011402335337003735,0.016694366931915283,0.0019132178229474487,14,6,22,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8203968253968253,0.8326190476190476,0.8026190476190476,0.8366666666666667,0.8230753968253968,0.013242364348176534,115
167,0.3966410756111145,0.005781219226378763,0.015198111534118652,0.001778484557411133,8,6,22,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8450198412698413,0.8100198412698413,0.8218253968253968,0.8153373015873016,0.8230505952380951,0.01335518934982213,116
469,0.43977946043014526,0.01235463098143041,0.014949679374694824,0.0007046954180148987,14,6,24,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 24}",0.8247222222222222,0.8263690476190476,0.8184325396825397,0.8224007936507937,0.8229811507936508,0.0029805977618721983,117
217,0.41484302282333374,0.01464943634469516,0.0179404616355896,0.002540651508787512,9,6,22,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8480952380952381,0.8376388888888889,0.8289285714285715,0.7769047619047619,0.8228918650793652,0.02740410646488063,118
417,0.4502434730529785,0.01062628984688777,0.01719123125076294,0.003405692842305335,13,6,22,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 22}",0.8170833333333334,0.798670634920635,0.837579365079365,0.8381349206349207,0.8228670634920634,0.01634379063965623,119
293,0.4137643575668335,0.012736863564127556,0.014203369617462158,0.000825448133811602,10,9,18,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 18}",0.8336111111111111,0.8168253968253968,0.8175396825396826,0.8229960317460318,0.8227430555555556,0.006713277964238644,120
422,0.44949573278427124,0.010015525039193717,0.016694307327270508,0.0031021092699045024,13,7,17,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.8285515873015873,0.8153769841269841,0.8221626984126984,0.8232738095238096,0.8223412698412699,0.004689638485073804,121
265,0.41386526823043823,0.016168258462307534,0.014950335025787354,0.001220762930451384,10,6,20,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 20}",0.7977579365079365,0.8205357142857143,0.8395238095238096,0.8313095238095238,0.822281746031746,0.0156784516573507,122
327,0.43004709482192993,0.008818327617130192,0.015947163105010986,0.0015756715147335339,11,7,22,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 22}",0.8187698412698413,0.8057142857142857,0.8307936507936508,0.8338095238095238,0.8222718253968254,0.011092294689568127,123
456,0.46297144889831543,0.012080257747587904,0.017954707145690918,0.004040525732294326,14,5,21,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 21}",0.8221428571428572,0.825515873015873,0.8199404761904762,0.8210515873015873,0.8221626984126984,0.002086684757069038,124
11,0.35254645347595215,0.004256164097921874,0.014220476150512695,0.0018921167392535192,5,6,16,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 16}",0.8320634920634921,0.821468253968254,0.7983531746031746,0.8365079365079365,0.8220982142857143,0.014757799761794083,125
142,0.37651973962783813,0.009833406026816253,0.013854920864105225,0.0010624568759898616,7,9,17,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 17}",0.7784920634920635,0.854484126984127,0.815297619047619,0.8400992063492063,0.822093253968254,0.028812442801640126,126
73,0.378612220287323,0.008090555954621654,0.013455569744110107,0.0011344280115898261,6,7,18,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8508531746031746,0.7914285714285715,0.8231547619047619,0.8228571428571428,0.8220734126984127,0.021030718846584397,127
309,0.41871893405914307,0.0056212012165667005,0.013689577579498291,0.0008396941305945603,11,5,24,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 24}",0.8178174603174603,0.8213095238095238,0.8316071428571429,0.8170436507936508,0.8219444444444445,0.005805614550145643,128
263,0.4141145944595337,0.014892623563643816,0.014203250408172607,0.0012941608133064312,10,6,18,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8209325396825397,0.835952380952381,0.8198015873015873,0.8105357142857142,0.8218055555555556,0.009109336371727832,129
105,0.38558655977249146,0.015435921595275971,0.014201462268829346,0.0019171765816696446,7,5,20,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8083333333333333,0.8085119047619047,0.8368055555555556,0.8335119047619047,0.8217906746031746,0.013418826783650735,130
153,0.4208069443702698,0.03095263197464179,0.016693949699401855,0.003884030314906873,8,5,18,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 18}",0.8381944444444445,0.7896626984126984,0.8334722222222222,0.8253373015873016,0.8216666666666667,0.01904117988051492,131
484,0.4427559971809387,0.007156632649972239,0.015698611736297607,0.001474852718567059,14,8,19,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 19}",0.8398611111111111,0.8072619047619047,0.8104166666666667,0.8286309523809524,0.8215426587301587,0.01335605890421825,132
432,0.43327128887176514,0.008839959487710205,0.01644498109817505,0.0011145143722346878,13,8,17,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 17}",0.8070436507936508,0.8238888888888889,0.8212103174603175,0.8337698412698412,0.8214781746031745,0.009556723259942172,133
155,0.4226033091545105,0.006539253316330958,0.016693294048309326,0.0025758124412951096,8,5,20,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8394444444444444,0.806984126984127,0.8280357142857143,0.8109920634920635,0.8213640873015873,0.013093624953251646,134
78,0.36961525678634644,0.003702720484078421,0.015422165393829346,0.0022695965038156767,6,7,23,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 23}",0.8178769841269842,0.8375595238095238,0.8258928571428571,0.8040674603174603,0.8213492063492064,0.012187434387158545,135
131,0.3702859878540039,0.004637962333681758,0.013455808162689209,0.000497640071620911,7,8,16,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16}",0.8287103174603174,0.8039484126984127,0.8424603174603175,0.81,0.8212797619047619,0.015259732824059468,136
107,0.38559889793395996,0.00986680497438495,0.012956380844116211,0.0007047800998467152,7,5,22,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 22}",0.80875,0.8394444444444444,0.8271825396825396,0.8094444444444444,0.8212053571428571,0.012863183954249208,137
480,0.4552112817764282,0.011566098555035277,0.015698254108428955,0.0014747921585840068,14,8,15,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 15}",0.8252777777777778,0.8204761904761905,0.8083928571428571,0.8306349206349206,0.8211954365079365,0.008218770043023054,138
39,0.3560715913772583,0.017837765009549013,0.014204442501068115,0.0025783139646197595,5,8,24,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 24}",0.8290873015873016,0.8033333333333333,0.8132142857142857,0.8381150793650793,0.8209374999999999,0.013518905481647012,139
158,0.40959250926971436,0.014705196586381223,0.014203011989593506,0.002269690548116194,8,5,23,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 23}",0.8385714285714285,0.8259920634920634,0.815297619047619,0.8034126984126985,0.8208184523809524,0.012993982140268399,140
112,0.3986164331436157,0.014699744182884838,0.014893591403961182,0.0012772729312276097,7,6,17,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17}",0.7912698412698412,0.8261706349206349,0.830218253968254,0.8356150793650794,0.8208184523809523,0.017385789574547637,141
471,0.44574427604675293,0.01702478305276272,0.015448272228240967,0.0008631065461608035,14,7,16,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 16}",0.8359126984126984,0.8075,0.8229563492063492,0.8167857142857143,0.8207886904761905,0.010320458727540938,142
462,0.45429670810699463,0.01243121753206443,0.016195178031921387,0.0008259333791786423,14,6,17,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17}",0.8292857142857143,0.8350396825396825,0.7917460317460318,0.8266666666666667,0.8206845238095238,0.016979939751423,143
130,0.40193718671798706,0.009721103138944379,0.015448570251464844,0.0032683739638611612,7,8,15,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 15}",0.822936507936508,0.8474206349206349,0.796031746031746,0.8157142857142857,0.8205257936507937,0.018386496455854207,144
13,0.3612920641899109,0.007204008159810711,0.014451801776885986,0.0008633128909796447,5,6,18,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.7683333333333333,0.8478174603174603,0.8216468253968254,0.8443055555555555,0.8205257936507937,0.031763271918431556,144
499,0.43113285303115845,0.004902152145658345,0.015083909034729004,0.001685194282439634,14,9,24,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 24}",0.8323214285714285,0.8040277777777778,0.8089880952380952,0.8363293650793651,0.8204166666666666,0.014090291433225119,146
255,0.42034661769866943,0.009951467909825847,0.015696465969085693,0.001295606927631949,10,5,20,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 20}",0.8328373015873016,0.789484126984127,0.8420436507936508,0.816984126984127,0.8203373015873016,0.01994102403890868,147
121,0.3819900155067444,0.006969025543046325,0.014201700687408447,0.0014722333782108794,7,7,16,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 16}",0.807063492063492,0.820218253968254,0.8470238095238095,0.8069444444444445,0.8203125,0.016338176607483827,148
439,0.44050753116607666,0.009102797249837787,0.016972899436950684,0.001790771950486969,13,8,24,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 24}",0.8247619047619048,0.8121230158730158,0.8136904761904762,0.8302380952380952,0.820203373015873,0.0075694428191764385,149
149,0.3882160782814026,0.0024825416685875226,0.014183402061462402,0.0022553943959376247,7,9,24,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 24}",0.809781746031746,0.7873809523809524,0.8385317460317461,0.8449007936507936,0.8201488095238095,0.023085718204446597,150
71,0.36179566383361816,0.010523064655550212,0.013206183910369873,0.0012954455491215207,6,7,16,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 16}",0.8148214285714286,0.8023214285714285,0.8379166666666666,0.8254960317460317,0.8201388888888889,0.013138546710918268,151
374,0.45492321252822876,0.013717191278220816,0.016069769859313965,0.0014448657525152145,12,7,19,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 19}",0.8171626984126984,0.812202380952381,0.8332738095238095,0.8176388888888889,0.8200694444444444,0.007915218220918266,152
491,0.46245014667510986,0.011428180397525441,0.014949977397918701,0.0012210547461278631,14,9,16,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 16}",0.8161309523809523,0.8175,0.8135714285714286,0.8326190476190476,0.8199553571428572,0.007446113935532377,153
22,0.3503262400627136,0.009514081513025859,0.013968288898468018,0.0018889725980430585,5,7,17,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.8270436507936508,0.8283333333333334,0.7990674603174603,0.825297619047619,0.8199355158730158,0.01209624748911418,154
229,0.4049662947654724,0.01405460567001505,0.013455688953399658,0.0011150475433427073,9,7,24,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.8440079365079365,0.8024801587301588,0.8342857142857143,0.7989087301587302,0.819920634920635,0.019571816180394254,155
230,0.4087252616882324,0.019707516954209036,0.016444802284240723,0.0014950037477841716,9,8,15,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 15}",0.8189484126984127,0.8093253968253968,0.8171230158730158,0.834186507936508,0.8198958333333333,0.009007547267567511,156
382,0.4633917212486267,0.012519234114456332,0.017178118228912354,0.0019084533113166477,12,8,17,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 17}",0.8155357142857143,0.8127380952380953,0.8201984126984126,0.8310119047619048,0.8198710317460317,0.006962398842205478,157
406,0.44499945640563965,0.012165539456389313,0.016450345516204834,0.0022840827226719516,13,5,21,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 21}",0.821984126984127,0.8103968253968254,0.807936507936508,0.8391468253968254,0.8198660714285715,0.01233100501218039,158
339,0.43354707956314087,0.00824674122266495,0.017941415309906006,0.002730470805279715,11,8,24,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 24}",0.8223809523809524,0.8031150793650793,0.8333730158730158,0.820515873015873,0.8198462301587301,0.01083718802249961,159
16,0.3463420271873474,0.010028810494107422,0.012707889080047607,0.0019142886011632727,5,6,21,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 21}",0.855,0.8165873015873016,0.8001785714285714,0.8075198412698412,0.8198214285714285,0.021125590831843195,160
485,0.46047890186309814,0.007195999868273734,0.016410112380981445,0.0011486277956955823,14,8,20,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 20}",0.8245833333333333,0.8056349206349206,0.8228174603174603,0.8262103174603175,0.8198115079365078,0.008272340330521107,161
242,0.4091414213180542,0.007126243631808249,0.014950692653656006,0.0012197904529453226,9,9,17,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 17}",0.8058134920634921,0.8301785714285714,0.8127777777777778,0.8301984126984127,0.8197420634920635,0.010732687386961056,162
473,0.4450110197067261,0.006703038985955652,0.015946269035339355,0.0015756336449623955,14,7,18,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8126587301587301,0.8257738095238095,0.8185515873015873,0.8215079365079365,0.8196230158730159,0.004770598050257196,163
269,0.41132086515426636,0.01337210783008132,0.013206005096435547,0.000431673709478547,10,6,24,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 24}",0.8074007936507936,0.813234126984127,0.8318452380952381,0.8259722222222222,0.8196130952380952,0.009745452284554928,164
50,0.362789511680603,0.008370642583579207,0.013459861278533936,0.0014999676005604872,6,5,15,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 15}",0.8281746031746032,0.7875,0.8431150793650793,0.8194246031746032,0.8195535714285714,0.020352609898642467,165
96,0.3638960123062134,0.01016469525849754,0.013704359531402588,0.0016339597760910503,6,9,21,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 21}",0.8391468253968254,0.8011111111111111,0.841031746031746,0.7967857142857143,0.8195188492063493,0.020637965162878445,166
312,0.41819095611572266,0.019714787481636235,0.015449225902557373,0.0008612480926087587,11,6,17,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 17}",0.8228373015873016,0.8146626984126984,0.8191071428571428,0.8213888888888888,0.819499007936508,0.003092705230199676,167
223,0.4128785729408264,0.008454742071576173,0.016429424285888672,0.0011215641021959464,9,7,18,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8124206349206349,0.7900595238095238,0.8378571428571429,0.8373611111111111,0.8194246031746031,0.019829525293894562,168
197,0.39569079875946045,0.007174708946155239,0.014188528060913086,0.0012866889996351345,8,9,22,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 22}",0.8377976190476191,0.8142460317460317,0.8289285714285715,0.79625,0.8193055555555556,0.015745763476577367,169
184,0.3908501863479614,0.011497926760510065,0.013702690601348877,0.0010845463227326232,8,8,19,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 19}",0.8379960317460318,0.7771031746031746,0.8294444444444444,0.8326388888888889,0.819295634920635,0.024550709308896104,170
213,0.41411668062210083,0.009805839984076914,0.014698326587677002,0.0008257097572238621,9,6,18,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 6, 'clf__min_samples_split': 18}",0.8420634920634921,0.7837896825396825,0.8254166666666667,0.8255357142857143,0.8192013888888889,0.021537282002474394,171
46,0.35407596826553345,0.011411851527178718,0.013965010643005371,0.0015889926892281503,5,9,21,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 21}",0.8272619047619048,0.7914682539682539,0.8206944444444444,0.8373611111111111,0.8191964285714285,0.017074127476437356,172
334,0.44005411863327026,0.005918594903988411,0.015448510646820068,0.0004987122694251927,11,8,19,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 19}",0.8307142857142857,0.8064484126984127,0.8186904761904762,0.8207738095238095,0.8191567460317459,0.008630045792561486,173
75,0.3823348879814148,0.017813165910487757,0.01621311902999878,0.001768001251284596,6,7,20,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 20}",0.8506746031746032,0.7845634920634921,0.8370436507936508,0.8040674603174603,0.8190873015873017,0.02616140838236262,174
38,0.35830944776535034,0.01705979271759937,0.014965593814849854,0.002528889855385782,5,8,23,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 23}",0.8309722222222222,0.7985119047619048,0.8193650793650794,0.8272222222222222,0.8190178571428571,0.012558195502616384,175
95,0.3742496371269226,0.005590131480398222,0.014950037002563477,0.002541469682312594,6,9,20,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 20}",0.8010515873015873,0.78625,0.858829365079365,0.8298809523809524,0.8190029761904762,0.0278364932700924,176
20,0.35467469692230225,0.013397609922201535,0.01514899730682373,0.001098779660614301,5,7,15,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 15}",0.8278571428571428,0.8252777777777778,0.8134325396825397,0.8092261904761905,0.8189484126984127,0.007816213843902646,177
486,0.45097458362579346,0.006532398918972048,0.01619696617126465,0.0004319503493972901,14,8,21,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 21}",0.8191269841269841,0.8339285714285715,0.814484126984127,0.8074007936507936,0.8187351190476191,0.009715096747043855,178
90,0.37675797939300537,0.008583269481996171,0.014419376850128174,0.0029231124417159675,6,9,15,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8393055555555555,0.8076190476190476,0.8146626984126984,0.8125396825396826,0.818531746031746,0.01226287591828898,179
427,0.45848578214645386,0.005823177979023942,0.016179025173187256,0.0010570362840201294,13,7,22,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 22}",0.8264087301587302,0.8180555555555555,0.7820436507936508,0.847579365079365,0.8185218253968254,0.023650679213662623,180
187,0.39002710580825806,0.010207114831865398,0.014964818954467773,0.002467735180115077,8,8,22,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 22}",0.7920238095238096,0.8105357142857142,0.8373412698412699,0.8333730158730158,0.8183184523809524,0.01830632896916318,181
135,0.38472723960876465,0.011160235470580279,0.014236748218536377,0.0008426640568040153,7,8,20,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 20}",0.8137698412698413,0.8233333333333334,0.8306150793650794,0.8054960317460318,0.8183035714285715,0.009506044318765026,182
42,0.34760499000549316,0.0071869916206153414,0.013190031051635742,0.0008317346351340082,5,9,17,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 17}",0.7875793650793651,0.8408730158730159,0.8222222222222222,0.8225396825396826,0.8183035714285714,0.019278596549721496,183
222,0.4279782176017761,0.009202020443942527,0.014248251914978027,0.0019322362506969534,9,7,17,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 17}",0.8039880952380952,0.8160119047619048,0.826765873015873,0.82625,0.8182539682539682,0.009286159431739572,184
490,0.45173752307891846,0.0067342219726240675,0.016444921493530273,0.0011144343921012092,14,9,15,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 15}",0.8027182539682539,0.8210119047619048,0.8339880952380953,0.8151190476190476,0.8182093253968253,0.011251079276565724,185
381,0.4457588195800781,0.010219643000014612,0.018686532974243164,0.0014765967967892526,12,8,16,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16}",0.8287698412698413,0.8251587301587302,0.8289880952380952,0.7898015873015873,0.8181795634920637,0.01645445716169189,186
351,0.44242238998413086,0.012930531874827752,0.01494818925857544,0.001222323800438545,12,5,16,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.8295238095238096,0.8202579365079365,0.8019642857142857,0.8209722222222222,0.8181795634920634,0.010046712504788842,187
397,0.42580151557922363,0.0112354514465782,0.015198826789855957,0.0008260771040296617,12,9,22,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 22}",0.8116071428571429,0.8087301587301587,0.8410515873015874,0.8112103174603175,0.8181498015873017,0.01326823541081455,188
152,0.39975637197494507,0.009331684565085444,0.013952851295471191,0.0009962320898342903,8,5,17,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 17}",0.8300595238095239,0.8056944444444445,0.8436904761904762,0.7924801587301588,0.8179811507936509,0.020050687371037518,189
173,0.3840000033378601,0.0021137621278819042,0.014950096607208252,0.0007046959196428023,8,7,18,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8061904761904762,0.8330952380952381,0.846031746031746,0.7860912698412699,0.8178521825396825,0.023298012316956895,190
231,0.4207577109336853,0.01141907061619711,0.015947401523590088,0.002730448665060916,9,8,16,"{'clf__max_depth': 9, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16}",0.8361706349206349,0.823234126984127,0.8121626984126984,0.799781746031746,0.8178373015873015,0.013448429676768044,191
377,0.4395908713340759,0.005227213006239817,0.015945911407470703,0.0012207151972091791,12,7,22,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 22}",0.8173611111111111,0.8073015873015873,0.8108928571428572,0.8356944444444444,0.8178125,0.010935360442930876,192
199,0.3932605981826782,0.00858339433665484,0.013455033302307129,0.0004985332631540319,8,9,24,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 24}",0.822063492063492,0.8043849206349206,0.8326587301587302,0.812063492063492,0.8177926587301587,0.010628157043973364,193
86,0.3650413155555725,0.01730816263578016,0.01393967866897583,0.0012214617236445474,6,8,21,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 21}",0.8223015873015873,0.7907738095238095,0.8188888888888889,0.8391666666666666,0.817782738095238,0.017381011128905208,194
435,0.4579838514328003,0.006563052974321575,0.01594787836074829,0.0013883936241102259,13,8,20,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 20}",0.8066269841269841,0.8000396825396825,0.83375,0.830654761904762,0.8177678571428572,0.014662097658290425,195
447,0.4330534338951111,0.006509474196379659,0.01619809865951538,0.0012913209197802085,13,9,22,"{'clf__max_depth': 13, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 22}",0.8067261904761904,0.8049801587301587,0.818313492063492,0.8406746031746032,0.817673611111111,0.014233980780542723,196
301,0.41811269521713257,0.004760334502616397,0.015823781490325928,0.001740829262530557,11,5,16,"{'clf__max_depth': 11, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 16}",0.826031746031746,0.7858531746031746,0.8321031746031746,0.8265476190476191,0.8176339285714286,0.01850238241092232,197
276,0.4063912034034729,0.00388464083451321,0.015697240829467773,0.0017789346452755058,10,7,21,"{'clf__max_depth': 10, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 21}",0.8161507936507937,0.8047619047619048,0.8210912698412698,0.8283531746031746,0.8175892857142857,0.008583940795931498,198
123,0.3837219476699829,0.012153611544158545,0.014202415943145752,0.0021579208128376577,7,7,18,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 18}",0.8448809523809524,0.8474007936507937,0.7768849206349207,0.8011309523809523,0.8175744047619048,0.029838239985575953,199
81,0.35971885919570923,0.01131675184076174,0.01234346628189087,0.0004157708783802402,6,8,16,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 16}",0.8379960317460318,0.8192261904761905,0.8315873015873015,0.7814880952380953,0.8175744047619048,0.021899510595057497,199
34,0.36000949144363403,0.011192062674151106,0.012955725193023682,0.0018636839668736496,5,8,19,"{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 19}",0.8001388888888888,0.8006349206349206,0.8113095238095238,0.8580357142857142,0.8175297619047619,0.023808095608620107,201
179,0.38568300008773804,0.009686750320292946,0.013951778411865234,0.0012201796909802837,8,7,24,"{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__min_samples_split': 24}",0.8348809523809524,0.7881349206349206,0.8200198412698413,0.8270634920634921,0.8175248015873016,0.017763817943963263,202
387,0.43246644735336304,0.012702424721276953,0.017947614192962646,0.0029189247859057817,12,8,22,"{'clf__max_depth': 12, 'clf__min_samples_leaf': 8, 'clf__min_samples_split': 22}",0.7961111111111111,0.8226785714285715,0.8248611111111112,0.8263888888888888,0.8175099206349207,0.012424774431908195,203
496,0.46527135372161865,0.009357609528498808,0.018299579620361328,0.0015588041453579074,14,9,21,"{'clf__max_depth': 14, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 21}",0.8215079365079365,0.8102380952380952,0.8183531746031746,0.8197420634920635,0.8174603174603174,0.004317038122739631,204
102,0.39444220066070557,0.015541959423271762,0.013454794883728027,0.0011135281669956176,7,5,17,"{'clf__max_depth': 7, 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 17}",0.8207936507936507,0.7947619047619048,0.8147619047619048,0.8393650793650793,0.8174206349206349,0.015917150942599708,205
94,0.3696277141571045,0.005974412748171684,0.015345931053161621,0.0030147509473306042,6,9,19,"{'clf__max_depth': 6, 'clf__min_samples_leaf': 9, 'clf__min_samples_split': 19}",0.8223214285714285,0.7961507936507937,0.8211111111111111,0.8300595238095239,0.8174107142857143,0.01274543701912634,206
